TOTUSJH,TOTUSJZ,SAVNCPP,USFLUX,ABSNJZH,TOTPOT,SIZE_ACR,NACR,MEANPOT,SIZE,MEANJZH,SHRGT45,MEANSHR,MEANJZD,MEANALP,MEANGBT,MEANGAM,MEANGBZ,MEANGBH
2576.411,55800780000000.0,17520490000000.0,3.48154e+22,552.321,3.933245e+23,4413.30127,49800.0,5078.5909999999985,37611.429688,0.00947118,21.983,32.801,0.15833357,0.02957819,110.946,40.646,111.73,53.815
2495.677,53360330000000.0,3060627000000.0,2.899553e+22,177.261,6.68147e+23,2848.806641,32151.0,10106.59,19363.839844,0.00356096,49.992,47.173,0.1159836,0.00874938,98.283,56.09,101.491,64.597
2474.75,50936110000000.0,4903762000000.0,2.924753e+22,176.102,6.186737e+23,2613.358154,29506.0,9813.219,18258.876953,0.00370959,46.604,45.063,0.03462337,0.00854409,103.283,53.661,105.832,65.204
1646.773,35063030000000.0,1374072000000.0,2.657544e+22,70.638,5.035387e+23,1868.929321,21091.0,9159.512,10082.613281,-0.00170649,40.954,42.112,0.06261382,-0.00392031,90.337,48.358,92.29,50.569
1.651,45146750000.0,71491440000.0,7.235472e+19,0.999,4.34095e+19,11.439407,129.0,265.7462,167.068558,0.0081183,6.504,13.372,1.09555519,0.03743653,57.537,15.777,66.32300000000001,26.588
2876.835,61258880000000.0,12488580000000.0,3.511052e+22,204.685,4.390535e+23,4821.299805,54330.0,5653.337,44511.167969,0.00350014,25.281,34.006,0.40224734,0.01031635,117.227,42.776,118.061,60.977
439.018,8367670000000.0,7417648000000.0,5.099267e+21,134.18,4.819135e+22,253.498459,2845.0,4870.146,2733.328125,0.01800836,20.642,32.787,-0.0804312,0.04288052,120.235,40.474,124.482,65.27199999999999
459.79,8958063000000.0,7744695000000.0,5.353725e+21,150.264,5.193151e+22,269.732239,3026.0,5002.398,2715.41748,0.01922278,22.042,33.387,-0.17629649,0.04580045,119.05,41.274,123.45,65.562
177.71400000000003,3926672000000.0,150429200000.0,5.067568e+21,3.5810000000000004,1.087667e+22,85.931618,964.0,1037.101,1557.376831,0.00045343,0.076,17.715999999999994,-0.03571948,0.00172533,86.001,21.229,86.146,26.448
553.8430000000002,9540101000000.0,8016819000000.0,6.211473e+21,184.18,5.933451e+22,291.668304,3272.0,5333.425,2801.869873,0.02198898,18.909,31.354,-0.40168104,0.04625101,125.914,39.534,131.559,64.429
592.618,13569460000000.0,3270086000000.0,7.158959e+21,0.863,8.62049e+22,805.797546,9035.0,5389.501,8498.466797,-7.162e-05,28.936,37.361,0.37102312,-0.00019685,117.222,47.582,116.215,69.013
1249.732,24095280000000.0,4342362000000.0,2.185718e+22,108.389,4.80456e+23,876.623108,9831.0,12356.62,4830.834473,0.00370207,41.0,42.333,-0.26056871,0.00657101,76.14,48.753,83.309,46.827
1352.753,26573520000000.0,8051759000000.0,2.267449e+22,193.628,5.242496e+23,990.235352,11108.0,12840.0,5240.010254,0.00629868,42.734,42.859,-0.20952228,0.011101100000000001,79.845,49.32100000000001,86.944,48.43899999999999
436.319,7924629000000.0,3973353000000.0,7.971153e+21,79.01100000000002,8.729411e+22,118.969727,1334.0,5376.795,1444.581421,0.00646304,16.434,28.938,-0.19356775,0.01694065,74.575,36.426,79.016,37.014
674.922,14772770000000.0,3070440000000.0,7.763365e+21,90.408,1.352649e+23,979.809509,10982.0,7979.056,9662.124023,-0.00708246,39.24800000000001,41.63800000000001,0.17391874,-0.01714572,111.042,53.174,111.881,71.73
1363.1989999999996,31510940000000.0,11246840000000.0,2.310368e+22,156.906,5.484391e+23,1183.524048,13261.0,11631.25,6331.643555,0.00441939,47.647,45.50100000000001,-0.04616443,0.00917653,77.77600000000002,52.148,83.78399999999998,49.207
2347.697,46763530000000.0,16435410000000.0,2.127518e+22,457.93,5.074995e+23,1914.162354,21433.0,10959.95,14362.15625,-0.01313438,49.92100000000001,47.817,0.09568586,-0.02831513,109.261,57.938,116.017,75.828
368.231,6847372000000.0,5094758000000.0,4.366887e+21,109.254,3.155324e+22,134.721359,1508.0,3786.323,1274.313965,0.01741096,14.773,28.264,-0.36248171,0.04410403,107.546,35.767,117.793,53.948
943.111,21635530000000.0,1174174000000.0,1.486944e+22,20.716,4.772007e+23,1595.0939939999996,17848.0,13952.23,10004.28125,0.00080446,61.858,52.822,0.04365832,0.00180645,77.23899999999998,61.712,79.77199999999998,53.794
3303.184,59409750000000.0,10125530000000.0,3.436071e+22,532.5790000000002,7.700823e+23,2210.217773,24728.0,11725.27,14728.499022999997,-0.01076984,44.049,43.62600000000001,-0.18557845,-0.02061911,101.708,51.069,110.505,64.377
944.8,22285570000000.0,1877363000000.0,1.390072e+22,53.471,4.029847e+23,1583.5275880000004,17710.0,12935.0,10509.9375,0.00227952,57.27,49.726000000000006,-0.11304915,0.00521576,86.84,59.43,88.905,59.776
217.349,3952340000000.0,586198700000.0,2.928543e+21,7.735,1.451077e+22,102.480721,1146.0,2718.015,1279.756958,-0.00192409,8.085,25.069000000000006,-0.26042873,-0.00463551,125.532,32.12,127.641,57.662
220.725,4294448000000.0,447423000000.0,3.019372e+21,6.391,1.570385e+22,98.904778,1106.0,2657.256,1284.957275,-0.00143607,8.135,25.936,0.01284824,-0.0038951999999999997,121.075,33.465,121.552,55.608
226.648,4493894000000.0,184674500000.0,2.921948e+21,1.617,1.571538e+22,109.256401,1222.0,2755.816,1312.596802,-0.00037665,10.177,27.741,0.08040515,-0.00102544,124.815,33.42,125.756,58.365
4382.328,75642490000000.0,4101756000000.0,7.88337e+22,222.432,1.539634e+24,1909.991455,21331.0,10814.09,11756.328125,0.00207491,29.59,34.178000000000004,-0.07142398,0.00405131,69.653,42.178,78.365,38.028
4865.681,93027080000000.0,7212504000000.0,8.055446e+22,272.486,1.683908e+24,3849.681885,42974.0,10589.1,27224.310547000005,-0.00227571,33.445,37.615,-0.06293033,-0.00479621,81.289,44.145,85.07,42.673
4627.747,92791220000000.0,3217016000000.0,6.761546e+22,146.675,1.628877e+24,4711.86377,52593.0,11758.22,35259.464844,-0.00140615,39.625,41.75899999999999,0.0317127,-0.00295685,87.818,48.328,90.872,48.44300000000001
208.534,4816473000000.0,1179545000000.0,3.561825e+21,21.597,1.369535e+22,203.033798,2266.0,1714.4489999999996,3312.067139,-0.00359051,5.121,24.735,0.31043389,-0.01464165,118.497,28.506,118.8,42.385
4158.185,89227920000000.0,12491620000000.0,5.634373e+22,139.566,1.469519e+24,5398.158691,60231.0,11981.51,42593.480469,-0.00151132,45.12600000000001,44.743,0.25225982,-0.00333823,89.512,52.37300000000001,92.079,52.381
4003.85,85043840000000.0,8740156000000.0,5.55508e+22,186.807,1.45833e+24,5413.978515999999,60403.0,12125.57,42843.058594,-0.00206289,44.955,44.563,0.17998001,-0.00454592,89.975,52.268,91.932,52.92100000000001
2600.428,59803110000000.0,10990100000000.0,3.825739e+22,226.572,2.444172e+23,2533.768066,28258.0,2735.437,24205.564453,0.00336769,13.249,29.042,0.23531981,0.01294252,108.031,34.914,108.174,48.201
2718.407,58241880000000.0,12347010000000.0,3.619786e+22,252.992,2.635638e+23,2853.204834,31821.0,3395.905,26118.826172,0.00432901,14.35,29.564,0.23431565,0.01416564,114.483,35.587,116.481,52.121
2786.913,57658660000000.0,10099060000000.0,3.303686e+22,245.528,3.321776e+23,3420.5668950000004,38112.0,4806.868,28972.324219,0.004718600000000001,19.643,32.032,0.15621310000000002,0.01376839,117.605,39.052,119.751,58.255
146.17700000000005,3698705000000.0,225266700000.0,2.011292e+21,1.056,1.316962e+22,40.295376,449.0,2633.877,437.864441,0.00028047,30.013,36.321,-0.0723529,0.00099946,90.211,45.857,103.139,44.881
1898.552,41762360000000.0,10355360000000.0,2.266625e+22,98.321,3.013177e+23,4290.2958979999985,47808.0,5625.654,36147.773438,0.00243797,29.181,36.367,0.47824523,0.00797872,112.936,46.555,112.52,63.028
1671.521,36712820000000.0,10461730000000.0,1.973566e+22,72.243,2.714217e+23,3975.034668,44246.0,5991.526,36221.1875,0.00211826,28.955,36.117,0.57062155,0.00655402,115.181,46.592,115.838,64.226
823.8530000000002,16505380000000.0,2173670000000.0,1.048581e+22,26.674,1.703104e+23,647.6511230000001,7210.0,8136.115,4719.678711,0.00169231,41.232,42.073,0.01044031,0.00361592,98.434,50.084,100.795,62.74100000000001
664.5419999999998,14120450000000.0,1453273000000.0,8.215726e+21,31.038,1.295657e+23,670.418152,7457.0,7263.887,4949.8745119999985,0.00231095,40.89,42.01600000000001,0.07865072,0.00584244,106.033,50.636,104.971,66.805
167.326,3853018000000.0,2542184000000.0,1.26519e+21,34.576,1.491549e+22,238.042633,2649.0,4298.188,2857.679932,-0.01323248,34.711,39.617,0.76654989,-0.05630012,122.466,52.359,130.007,73.189
505.975,10442500000000.0,3809487000000.0,5.211943e+21,61.576,5.616296e+22,757.551331,8426.0,4579.81,6478.205566,-0.00666843,26.706,36.025,0.31787372,-0.02095859,122.869,48.901,121.66,75.686
718.5889999999998,11485330000000.0,7534187000000.0,1.128491e+22,254.764,1.440648e+23,205.331955,2281.0,7309.898,1751.397827,0.0171674,27.116,34.624,-0.43102834,0.033070300000000004,82.618,41.747,98.918,45.038
318.298,6614909000000.0,1500840000000.0,4.676202e+21,5.171,5.047191e+22,159.848602,1776.0,5415.316,2131.674561,-0.00073681,26.959,34.677,0.1279961,-0.00174014,102.993,41.489,107.812,53.487
335.1380000000001,6985419000000.0,3001144000000.0,4.70382e+21,5.724,5.161264e+22,160.395905,1782.0,5595.11,2111.609375,0.00082411,27.368,35.107,0.58944142,0.00189443,105.424,41.76600000000001,110.477,54.87600000000001
332.874,6085949000000.0,889362900000.0,6.61022e+21,7.907,4.038049e+22,79.18804200000002,879.0,3141.113,1247.999878,-0.00081685,10.919,24.986,-0.17046645,-0.00215953,80.86,31.78,83.066,36.82
1084.846,23179830000000.0,3386654000000.0,1.779899e+22,157.14700000000005,2.037774e+23,636.3261719999998,7061.0,5381.276999999999,5982.4213869999985,0.00551122,24.413,33.622,0.05091206,0.01495899,90.128,40.563,93.022,46.135
760.71,16767180000000.0,2881437000000.0,1.083172e+22,7.776,4.708037e+22,1363.576538,15138.0,2006.844,14747.12793,-0.00044023,7.467,25.249,0.30268705,-0.00165167,127.805,31.418000000000006,127.622,52.545
1483.096,30216640000000.0,7146732000000.0,2.038647e+22,66.241,1.211299e+23,1380.146484,15316.0,2829.947,15298.666992,0.0020554,10.906,27.233,0.190648,0.00653595,120.109,33.544000000000004,121.227,53.024
1818.249,38302280000000.0,9984405000000.0,2.48791e+22,80.447,1.579557e+23,1359.137817,15075.0,2950.232,14380.625,0.00199546,13.754,28.485,-0.11018175,0.006427800000000001,112.927,34.639,114.487,52.168
1907.708,39859800000000.0,9603580000000.0,2.567884e+22,100.976,1.733841e+23,1413.93396,15681.0,3202.177,14240.417969,0.00247666,14.577,28.973000000000006,-0.10759074,0.00763938,113.228,35.062,115.693,53.139
1907.708,39859800000000.0,9603580000000.0,2.567884e+22,100.976,1.733841e+23,1413.93396,15681.0,3202.177,14240.417969,0.00247666,14.577,28.973000000000006,-0.10759074,0.00763938,113.228,35.062,115.693,53.139
3044.719,52652640000000.0,10783240000000.0,4.390924e+22,115.802,4.447467e+23,1354.5842289999996,15013.0,5511.387,10401.777344,0.00190582,17.119,28.89,-0.12903829,0.00434871,97.344,34.832,101.812,47.46100000000001
2384.793,43411760000000.0,12419380000000.0,3.035393e+22,123.344,2.617494e+23,1432.87854,15890.0,4704.47,12693.734375,0.00294418,16.854,29.319000000000006,-0.3005406,0.00681745,113.82,35.761,118.707,56.874
1193.409,24823340000000.0,5505293000000.0,1.306738e+22,33.581,7.894344e+22,2544.024414,28175.0,2742.106,26052.617188,0.00155029,13.092,27.798,0.4701269,0.00498435,137.218,39.332,137.759,68.684
1224.358,25241890000000.0,75119750000.0,1.641627e+22,4.356,9.394298e+22,2133.169189,23629.0,2804.608,23615.083984,-0.00017274,9.293,26.512,-0.00321189,-0.00052799,131.955,34.248000000000005,132.269,59.542
1267.63,26793310000000.0,2103178000000.0,1.747345e+22,5.2879999999999985,9.28202e+22,2113.405518,23411.0,2530.041,23560.439453,-0.00019144,7.957000000000002,25.803,0.14096792,-0.00062292,128.876,33.04,129.317,56.274
3500.64,78112500000000.0,6511028000000.0,4.048286e+22,26.62,8.746487e+23,4661.552734000001,51456.0,9172.429,36177.222656,0.00037077,44.758,44.798,0.16731431,0.00098451,101.192,54.545,102.439,64.53399999999999
3547.41,79459890000000.0,7036728000000.0,4.104906e+22,57.363,8.788247e+23,4747.140625,52409.0,8980.34,36676.234375,0.00077849,44.839,44.932,0.17622292,0.00210998,100.444,54.62,101.953,63.867
4029.56,86230400000000.0,13953790000000.0,4.556325e+22,307.252,9.856864e+23,5186.113281,57255.0,9620.96,38934.84375,0.00398289,45.749,45.14,0.1500288,0.00970473,105.072,54.862,106.628,67.428
551.319,5499028000000.0,6602339000000.0,5.43991e+21,258.559,1.012147e+23,65.503387,723.0,11531.75,521.762085,0.03914601,51.99,47.0,1.84308112,0.05444919,52.18600000000001,53.202,60.589,33.499
650.2869999999998,6845550000000.0,6482956000000.0,6.477996e+21,258.532,1.430313e+23,72.214706,797.0,13266.9,576.9022219999998,0.03185857,54.237,48.074,1.39778519,0.04584906,69.74,53.916,91.932,35.192
24.367,651892400000.0,430942600000.0,2.548969e+20,4.53,1.537589e+21,19.478506,215.0,2329.5460000000007,127.92395,0.00911538,20.523000000000003,32.805,1.43347001,0.043113,118.462,39.626,123.962,50.649
1382.5970000000002,28530410000000.0,4449961000000.0,1.784762e+22,237.858,3.541624e+23,1979.829834,21851.0,9651.813,16582.785156,-0.00860868,39.377,41.018,-0.11284433,-0.01912867,103.972,49.424,104.252,61.161
1418.598,21027940000000.0,29063640000000.0,1.953597e+22,845.1339999999999,3.216004e+23,207.190903,2287.0,8236.761999999999,1558.5974119999996,0.02874801,35.915,39.315,0.38582224,0.06576014,62.95,45.463,74.762,37.511
1414.578,19788580000000.0,33423120000000.0,1.892794e+22,938.747,3.200117e+23,209.902328,2317.0,8620.964,1663.455566,0.03359146,34.814,39.06,0.36563364,0.07441004,63.119,45.107,72.753,38.345
1453.269,20040770000000.0,32412250000000.0,1.823113e+22,903.389,3.333834e+23,218.240372,2409.0,9520.375,1716.842407,0.0342634,36.04,39.99,0.48947796,0.07291386,65.51100000000001,45.649,76.024,39.45
1366.4820000000002,20037170000000.0,29175740000000.0,1.823306e+22,713.4910000000001,3.337296e+23,224.68229700000003,2480.0,9726.128,1769.0107420000004,0.02761831,35.422,38.988,0.61691332,0.05717928,67.53699999999999,45.315,77.86399999999998,40.49
1583.2479999999996,24286080000000.0,28998890000000.0,2.037628e+22,747.9989999999998,3.547746e+23,253.643707,2799.0,8914.492,1973.962402,0.02496325,33.76,38.256,0.35589033,0.05537577,70.664,44.308,82.41,41.602
249.537,4866082000000.0,7818034000000.0,1.659385e+21,112.792,2.008367e+22,134.803009,1487.0,5523.276999999999,1504.499512,0.04119499,24.543000000000006,35.032,-0.37894526,0.12361351,151.46,44.328,157.388,85.98
2048.234,33231240000000.0,28651850000000.0,2.807184e+22,795.472,3.797759e+23,396.213928,4370.0,6970.028,3072.697998,0.01938898,27.043000000000006,34.075,0.29367343,0.04475332,73.005,41.816,82.736,42.469
2287.29,38537980000000.0,33156550000000.0,3.238154e+22,943.563,4.150825e+23,428.572174,4727.0,6382.382,3287.321777,0.01926975,25.901,33.952,0.22952098,0.04880191,75.499,40.601,89.94,41.535
4502.656,92561850000000.0,19668260000000.0,6.781595e+22,385.21,1.376577e+24,4489.497559,49531.0,10498.46,31220.730469,0.00390165,36.77,40.112,-0.11191612,0.00804346,94.81,46.907,99.962,52.804
2593.73,41818430000000.0,47455060000000.0,3.596645e+22,1287.581,4.816282e+23,487.009583,5373.0,6893.097,3819.938721,0.02447454,23.797,33.233000000000004,0.23508474,0.060854,73.813,39.31800000000001,84.64399999999998,42.53100000000001
2890.478,48558850000000.0,51116480000000.0,4.017361e+22,1360.3529999999996,4.905822e+23,581.207275,6414.0,6121.195,4405.721191,0.02254255,22.249,32.087,0.10939533,0.05930711,75.458,38.067,87.116,40.604
2883.833,48845140000000.0,42441950000000.0,4.157824e+22,1100.342,4.659453e+23,616.980652,6809.0,5641.411,4661.470703,0.01769522,20.782,31.016,0.11441527,0.04630947,76.458,37.452,87.154,41.286
5157.853,104582200000000.0,9062190000000.0,7.820468e+22,296.447,1.461586e+24,4280.291504,47232.0,9783.752,28788.566406,0.00263555,33.54,38.678,-0.14424089,0.0053972000000000004,92.531,44.986,98.145,51.093
3154.386,52155210000000.0,63458140000000.0,4.130162e+22,1430.38,5.095781e+23,668.25177,7374.0,6571.763000000001,5447.058594,0.02449826,21.52,31.11,0.18907127,0.05864079,83.932,37.296,95.966,44.481
5467.882,109191000000000.0,11617390000000.0,8.353486e+22,170.699,1.553826e+24,4042.658447,44585.0,9947.887,26985.119141000006,0.0014514,31.854,37.993,-0.18208848,0.0028828000000000005,92.415,44.004,98.877,50.643
5467.882,109191000000000.0,11617390000000.0,8.353486e+22,170.699,1.553826e+24,4042.658447,44585.0,9947.887,26985.119141000006,0.0014514,31.854,37.993,-0.18208848,0.0028828000000000005,92.415,44.004,98.877,50.643
5455.906999999998,107655800000000.0,13362580000000.0,8.590578e+22,172.858,1.592524e+24,3997.770752,44085.0,9745.301,26255.337891,0.00140482,30.693,37.312,-0.11566544,0.00287444,90.549,43.611,97.424,48.733
3077.913,50496650000000.0,58178300000000.0,3.989109e+22,1528.797,4.745422e+23,791.211304,8725.0,6190.751,6851.572265999999,0.02648827,20.321,30.424,0.24821499,0.0657242,85.042,36.991,92.396,43.295
549.244,9461478000000.0,8949348000000.0,3.594023e+21,145.96200000000005,5.121393e+22,376.437256,4151.0,6679.96,3441.984131,0.02528365,27.906,37.14,0.36362979,0.06395706,143.554,51.589,148.828,98.864
3124.552,55038760000000.0,56540340000000.0,4.267879e+22,1517.905,4.963766e+23,869.9321289999998,9593.0,5675.661,7251.913086,0.02305096,20.377,30.771,0.21812411,0.06343417,82.78299999999999,37.689,88.814,42.798
5715.884,110768000000000.0,17558430000000.0,8.881938e+22,350.251,1.685901e+24,3934.601562,43390.0,10268.81,24837.048828,0.00283324,30.906,37.622,-0.1883986,0.00559192,89.29299999999998,43.353,97.486,48.283
3196.0,52716050000000.0,62030850000000.0,3.942821e+22,1685.58,4.684479e+23,945.219849,10426.0,6110.7159999999985,7743.984863,0.02920119,20.962,31.529,0.22243433,0.07339185,87.84100000000002,37.604,93.323,44.976000000000006
647.494,11165950000000.0,8391812000000.0,3.928254e+21,188.397,5.923455e+22,432.125092,4768.0,6957.235,4001.779053,0.02938654,30.448,38.847,0.75862235,0.07403809,140.74200000000005,51.739,146.965,94.165
3292.467,52305750000000.0,63683880000000.0,3.735969e+22,1835.696,4.487795e+23,1142.3244630000004,12604.0,6266.574000000001,9271.734375,0.03404228,20.805,31.111,0.21979886,0.08285363,96.871,37.663,102.163,47.63
3346.239,56145670000000.0,62782440000000.0,3.901698e+22,1755.846,4.658221e+23,1185.497559,13078.0,5998.015,9957.527344,0.0300278,21.242,32.099000000000004,0.24645424,0.07775611,94.771,37.861,99.49,47.14100000000001
1412.037,28485360000000.0,6871641000000.0,2.606236e+22,207.606,3.285478e+23,885.718872,9770.0,6036.752,6722.579102,-0.0050659,22.942,32.499,-0.13197279999999997,-0.01361878,80.459,38.384,83.83,37.68
3162.212,54198240000000.0,62194980000000.0,3.752765e+22,1735.466,4.546065e+23,1286.625488,14188.0,6010.335999999998,10901.222656,0.03047243,21.782,32.567,0.25267267,0.08075577,95.221,38.065,99.986,47.133
2900.024000000001,52416970000000.0,49786220000000.0,3.537299e+22,1369.0279999999998,4.155478e+23,1408.456909,15528.0,5595.93,11906.123047,0.02448452,21.432,31.727,0.18804008,0.06994577,96.004,38.216,99.362,46.282
2948.263,55058910000000.0,56983710000000.0,3.598261e+22,1534.193,4.049844e+23,1434.273071,15813.0,5170.973,12093.045898,0.02601561,21.539,32.177,0.18070193,0.07916482,94.067,38.36,97.098,44.88800000000001
6025.639,103342400000000.0,6893558000000.0,1.156837e+23,103.168,2.002979e+24,2358.730469,26018.0,9955.685,14212.397461000002,0.00068103,26.044,33.789,-0.08389983,0.00132407,73.699,39.247,84.223,38.982
2638.3540000000007,48901860000000.0,52438540000000.0,3.113528e+22,1390.094,3.686463e+23,1605.112793,17705.0,5747.356,14621.802734,0.02878338,23.485,33.935,0.49099052,0.07783776,103.45,39.746,106.722,49.581
900.76,16951540000000.0,899120300000.0,2.518612e+22,25.216,1.204789e+23,255.957565,2823.0,2408.704,2952.442871,0.00066955,10.743,23.835,-0.04401075,0.00202749,62.035,29.415,72.294,29.177
1302.97,28111860000000.0,5672132000000.0,1.801022e+22,100.75,3.423442e+23,1100.014771,12130.0,9132.09,6274.890625,-0.00356915,41.742,42.977,-0.0808471,-0.00812382,96.783,50.305,103.518,57.678
1419.62,29990670000000.0,4623672000000.0,1.97237e+22,87.262,3.641284e+23,1077.582886,11876.0,9207.29,6135.489746,-0.00293031,41.51600000000001,42.658,-0.11094853,-0.00628481,96.199,49.379,102.258,57.419
1179.883,22985380000000.0,18275630000000.0,1.28451e+22,562.827,1.861338e+23,1755.8259280000002,19347.0,6524.969,20180.791016,0.02620237,28.966,35.978,0.94994038,0.07258818,108.853,43.833,109.537,54.879
1165.339,21689730000000.0,18512700000000.0,1.218696e+22,576.8290000000002,1.820446e+23,1758.418335,19375.0,7194.896,20075.375,0.03027814,27.918000000000006,35.147,0.95225137,0.07565238,113.077,43.108,114.236,57.034
1117.033,20729670000000.0,18224910000000.0,1.170922e+22,563.184,1.79856e+23,1738.460449,19155.0,7461.663,19950.773438,0.03102945,28.309,35.23,1.03559875,0.07611505,115.34,43.51,114.792,59.859
1636.63,33600080000000.0,6737330000000.0,2.256467e+22,109.311,4.056219e+23,1203.282959,13259.0,9252.028,6103.083008,-0.00331145,37.862,41.113,-0.13727267,-0.00692418,96.135,47.857,103.196,55.377
1223.325,24165850000000.0,7860430000000.0,2.64328e+22,79.605,3.511289e+23,590.591003,6506.0,6944.6190000000015,3253.424805,-0.0020909,29.72,34.82,-0.13498694,-0.0048444,66.033,42.161,75.281,36.088
1419.595,24542670000000.0,16598150000000.0,1.5039e+22,711.196,2.413616e+23,1566.164673,17253.0,8150.603,17435.144531,0.03189505,29.245,36.132,0.71476281,0.06868754,117.682,45.214,116.726,66.766
292.785,5107660000000.0,744054700000.0,5.071407e+21,5.68,2.859615e+22,91.127937,1004.0,3239.435,1060.043091,0.00085451,8.666,24.437,-0.20614815,0.00186683,104.571,31.091,108.252,48.217
696.953,14690450000000.0,5381716000000.0,1.538138e+22,155.33,1.646252e+23,377.471802,4154.0,5165.4540000000015,4054.777832,-0.00647288,22.298,30.69,0.15327403,-0.01774828,77.173,38.326,80.431,35.80300000000001
905.974,20419630000000.0,4950221000000.0,1.670948e+22,163.91099999999997,1.859405e+23,535.504517,5897.0,4914.039000000002,5476.45752,-0.00575309,23.666,33.017,0.12597322,-0.01818265,82.214,39.335,84.85600000000002,38.782
905.974,20419630000000.0,4950221000000.0,1.670948e+22,163.91099999999997,1.859405e+23,535.504517,5897.0,4914.039000000002,5476.45752,-0.00575309,23.666,33.017,0.12597322,-0.01818265,82.214,39.335,84.85600000000002,38.782
877.438,19557950000000.0,6011793000000.0,1.592886e+22,174.891,1.82013e+23,546.75177,6021.0,5132.892,5563.0473630000015,-0.00655048,24.164,33.044000000000004,0.17881873,-0.01999541,83.935,39.356,87.376,39.057
873.852,19803110000000.0,4405680000000.0,1.286292e+22,119.04,1.768129e+23,761.209778,8380.0,6031.974,7975.443359000001,-0.00539374,30.142,37.398,0.31979546,-0.01651539,91.435,43.844,93.927,46.842
571.055,11878020000000.0,1538287000000.0,1.121225e+22,33.247,4.133812e+22,266.974731,2938.0,1799.668,2949.897949,0.00192224,2.85,22.062,0.04266899,0.00656162,89.314,26.546,90.162,35.948
553.244,12491900000000.0,2084702000000.0,6.836099e+21,104.001,1.20093e+23,1062.563232,11698.0,7592.013000000001,12138.999023,-0.0087315,39.124,39.424,0.32208392,-0.02355121,105.046,51.273,106.097,61.582
382.747,8111121000000.0,580363400000.0,5.240927e+21,66.233,1.10052e+23,960.766418,10576.0,9611.191,12113.77832,-0.00768183,47.182,42.278,0.12385651,-0.01778539,99.395,55.489,97.894,63.48
544.075,10054190000000.0,1937881000000.0,1.16665e+22,33.561,7.316144e+22,105.674767,1163.0,3114.518,1243.563965,0.00189736,14.53,26.299,-0.11407457,0.00550822,74.12899999999998,33.071,89.322,33.325
464.272,9955553000000.0,1157445000000.0,5.830199e+21,40.658,3.260952e+22,715.376709,7875.0,2570.617,6830.189453,-0.00425651,11.108,27.906,0.22296838,-0.0152278,124.482,35.042,121.698,59.085
2132.875,45960130000000.0,2394114000000.0,4.47063e+22,5.981,1.78596e+23,819.255615,9018.0,1854.775,9516.464844,-8.251e-05,6.026,22.924,0.01120255,-0.00029267,80.428,28.658,82.006,35.542
2250.809,43017600000000.0,2567672000000.0,4.229678e+22,47.177,1.829721e+23,963.926025,10610.0,2241.638,11101.957031,0.00076761,4.888,22.108,-0.07686394,0.0022418000000000004,90.281,27.513,91.653,38.847
383.38,8114108000000.0,2310407000000.0,4.049072e+21,17.555,2.98409e+22,928.753479,10218.0,3015.677,8915.779297,0.00235643,23.071,33.286,0.57023752,0.00861556,134.686,48.132,134.649,78.865
2348.035,40336620000000.0,3551323000000.0,4.594864e+22,2.447,9.01787e+23,1067.878784,11754.0,11532.5,4192.564453,-4.155e-05,33.438,38.064,-0.04311791,-7.155e-05,64.233,44.092,73.308,40.342
3607.614,75152090000000.0,30790230000000.0,5.051798e+22,551.302,1.165409e+24,5123.79541,56370.0,10632.83,39740.816406,0.00668043,38.795,41.487,0.28667426,0.01635913,95.987,48.901,98.291,53.768
1450.35,30536490000000.0,1152530000000.0,2.18175e+22,38.025,2.034391e+23,1088.840576,11979.0,4509.346,9719.12207,0.00111936,19.269,31.951,0.06239047,0.00311207,106.95,38.06800000000001,108.997,51.592
3204.146,67470580000000.0,20268370000000.0,4.293831e+22,501.48800000000006,1.015163e+24,5211.86377,57367.0,10905.89,41294.167969,0.00715502,41.085,42.462,0.26269448,0.01703786,98.767,50.716,100.834,56.948
1977.688,45355500000000.0,6609797000000.0,2.523865e+22,167.987,3.392489e+23,1734.077881,19087.0,5711.059,13701.368163999998,-0.00375576,31.443,38.932,0.20612682,-0.01174879,104.271,45.828,105.99,56.043
2992.9790000000007,60920090000000.0,4642014000000.0,4.437075e+22,11.847,1.157131e+24,2341.744141,25762.0,13981.36,9665.853516,-0.00019011,43.699,44.284,-0.12673467,-0.00034392,82.882,50.343,90.179,52.703
2964.258,61627090000000.0,8820570000000.0,3.900963e+22,232.174,8.705147e+23,4964.585938,54648.0,10656.58,41505.003906,0.003775,39.909,41.39,0.09387928,0.00864506,105.188,50.037,107.7,58.448
2449.917,52258570000000.0,16833200000000.0,3.066157e+22,424.0630000000001,7.597204e+23,2800.346924,30825.0,11735.76,18633.1875,-0.008699799999999999,45.802,45.53,0.18586519,-0.019908900000000004,97.804,52.844,102.157,61.843
2555.47,51989170000000.0,22047020000000.0,3.59865e+22,409.499,1.198557e+24,2823.980225,31086.0,17611.09,12670.664062,-0.00799116,50.607,47.712,-0.02194927,-0.01382781,90.532,53.962,96.131,57.613
343.561,5987896000000.0,2316049000000.0,7.553903e+21,41.234,7.067484e+22,113.572823,1250.0,4876.051,1124.734375,0.00377843,22.073,28.839,-0.14391549,0.00918575,73.839,36.912,76.672,38.166
