-6.061805781833713,-6.249864567035746,-6.7091507813248255,-6.144959427980367,-6.348419248007252,-6.207611766095835,-6.739030495054601,-6.081956799540074,-5.855779911353021,-6.155126485577026,-6.3424032104608665,-6.329363562144979,-6.084358628856905,-6.30548010417533,-6.11336878959614,-6.240451245516101,-6.134865777264361,-6.595686361805769,-6.501390042845133,-6.498609160058233,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375,-6.3979400086720375
-6.444959809154189,-7.087295073382897,-6.53473676597657,-6.4418974396082795,-6.7152256609159755,-6.50048708627365,-6.618723874091961,-6.764647604615938,-6.5536420213800906,-6.901161579900097,-6.443440377327359,-6.601838055366401,-6.560912200671887,-6.525186103001156,-6.638355863542186,-6.61182970945531,-6.578036879133998,-6.55920381703405,-6.587556310873232,-6.443986717198193,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319,-6.823908740944319
-6.739368237127833,-6.3315843898923925,-6.335237775029048,-6.542923747170803,-6.637457490346023,-6.621666441494632,-6.352652959044949,-6.4820764342830515,-6.611862089840641,-6.8830806704844525,-6.291394931046602,-6.295059217569985,-6.132171083292216,-6.230645573569538,-6.667008975005978,-6.367588684532288,-6.2614972758653815,-6.776567095195313,-6.382822640494504,-6.134561396617119,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781,-6.552841968657781
-6.0969218288406175,-6.1146841158787595,-6.007659584513701,-6.211144719578239,-5.697136736389398,-6.167661226104489,-6.21046012507589,-5.71033627629815,-6.228779312366268,-5.851481591253002,-6.292797569991819,-6.209608017122931,-6.083188512506986,-6.714090628285685,-6.168166875686243,-5.728229169330079,-5.659412660694816,-6.074586681934887,-6.316675759896067,-5.580134826397915,-6.795880017344075,-6.795880017344075,-6.886056647693163,-5.443697499232713,-6.142667503568732,-6.795880017344075,-6.142667503568732,-5.031517051446065,-5.055517327849832,-6.337242168318426,-5.638272163982407,-6.769551078621726,-6.136677139879544,-6.619788758288394,-6.698970004336019,-4.920818753952375,-6.337242168318426,-6.795880017344075,-6.468521082957745,-5.698970004336019
-6.220224822908072,-5.869109257055364,-6.013120189936851,-6.206526467273144,-6.243307093599025,-6.282595300735388,-6.481035789033248,-5.9876634987451185,-6.25259000461628,-5.656448008667945,-6.038414896734151,-6.118920166581641,-5.766985333688863,-6.330091218238876,-6.133184481112846,-6.574699261984877,-6.211627765052612,-6.327123942446392,-6.329014395488382,-6.3829139360887766,-6.468521082957745,-5.619788758288394,-5.031517051446065,-6.795880017344075,-6.769551078621726,-6.468521082957745,-6.619788758288394,-6.795880017344075,-6.619788758288394,-5.698970004336019,-6.142667503568732,-6.698970004336019,-5.031517051446065,-6.795880017344075,-6.619788758288394,-6.619788758288394,-5.055517327849832,-6.619788758288394,-5.638272163982407,-6.795880017344075
-6.101563164194964,-6.028791769077902,-6.218616552595807,-6.28112824140119,-5.8566924217518,-6.134351117004089,-6.337684735961865,-5.737748029162449,-6.262222266144336,-6.279850412464459,-5.597359505646625,-6.161652067911256,-6.257660734259894,-6.000196538351106,-6.159668898472571,-6.571713256294641,-6.257692934487449,-6.035042079272125,-5.622230891953411,-5.748380486162201,-4.920818753952375,-6.136677139879544,-6.468521082957745,-5.638272163982407,-4.920818753952375,-4.920818753952375,-6.136677139879544,-5.055517327849832,-6.136677139879544,-6.795880017344075,-5.698970004336019,-6.468521082957745,-6.619788758288394,-5.619788758288394,-6.795880017344075,-6.769551078621726,-6.795880017344075,-5.619788758288394,-6.886056647693163,-6.886056647693163
-6.25853578471801,-6.108661636879963,-6.210273218326619,-5.604900579130282,-6.271603115366014,-6.353043754656415,-6.387282873917905,-5.7587887340359725,-5.918739198629632,-6.34527210584761,-6.3372396180724735,-5.822272174942291,-5.454454774885887,-5.770430115199196,-6.265629082027205,-5.535350315885447,-6.266992021032809,-5.739056143873403,-6.394110698332305,-5.88474740303656,-6.769551078621726,-4.920818753952375,-6.769551078621726,-5.698970004336019,-6.619788758288394,-6.769551078621726,-6.698970004336019,-4.920818753952375,-5.619788758288394,-5.443697499232713,-6.619788758288394,-6.337242168318426,-5.698970004336019,-6.337242168318426,-6.619788758288394,-6.337242168318426,-5.638272163982407,-4.920818753952375,-5.443697499232713,-6.142667503568732
-5.793300879689221,-5.816436327393912,-6.267112684681107,-6.222597271653451,-5.662600755216002,-5.723022719516424,-6.5021501840768785,-5.738963321827893,-6.26433965857479,-6.157302256669427,-5.86492894277205,-6.071355853222499,-6.207740523891265,-6.542138725864685,-5.568774136113258,-5.764982810513936,-5.850038887828876,-5.773725706495616,-6.206409945746104,-6.2288760566048635,-6.142667503568732,-5.031517051446065,-6.619788758288394,-6.619788758288394,-5.031517051446065,-6.142667503568732,-5.638272163982407,-5.619788758288394,-6.769551078621726,-6.468521082957745,-5.031517051446065,-6.619788758288394,-6.619788758288394,-6.468521082957745,-5.031517051446065,-6.886056647693163,-5.619788758288394,-5.055517327849832,-6.619788758288394,-6.619788758288394
-5.802096634740623,-6.225461858095462,-5.975443850365391,-6.175265672575134,-5.338208446994994,-5.713596048264728,-6.24439838939801,-5.705521178920097,-5.797032496621857,-6.000689822492827,-6.2832372509773915,-5.829887042573647,-5.873106781271487,-5.93615769692093,-6.114801614838694,-6.258769335459953,-6.158033523114675,-5.948727134837253,-6.189187106904081,-6.461650600927049,-5.619788758288394,-6.619788758288394,-6.142667503568732,-5.055517327849832,-5.698970004336019,-5.619788758288394,-5.031517051446065,-6.886056647693163,-5.031517051446065,-6.136677139879544,-6.698970004336019,-5.031517051446065,-5.619788758288394,-6.142667503568732,-5.443697499232713,-6.795880017344075,-6.698970004336019,-5.031517051446065,-4.920818753952375,-6.769551078621726
-6.150800403253284,-5.84469439020027,-5.8147047097333315,-6.21619625394903,-6.231439177612071,-6.2322794498004885,-6.495365722860432,-6.144236711107151,-6.2736346151473406,-6.061682371612251,-6.287291115650377,-6.076762140330068,-6.231889994690096,-5.98003363993719,-5.911304533997027,-5.613051234893905,-6.178865512935502,-5.707437002636249,-5.833182702746029,-5.746224309602054,-5.443697499232713,-6.886056647693163,-5.698970004336019,-6.619788758288394,-6.795880017344075,-5.443697499232713,-6.619788758288394,-5.443697499232713,-6.795880017344075,-4.920818753952375,-6.468521082957745,-4.920818753952375,-5.443697499232713,-6.886056647693163,-5.055517327849832,-5.055517327849832,-6.136677139879544,-6.337242168318426,-6.142667503568732,-6.337242168318426
